Anio,CVE_ENT,CVE_MUN,Pob_PInf_F,Pob_PInf_M,Pob_PInf_T,Pob_Inf_F,Pob_Inf_M,Pob_Inf_T,Pob_Pub_F,Pob_Pub_M,Pob_Pub_T,Pob_Ado_F,Pob_Ado_M,Pob_Ado_T,Pob_Juv_F,Pob_Juv_M,Pob_Juv_T,Pob_Adu_F,Pob_Adu_M,Pob_Adu_T,Pob_Vej_F,Pob_Vej_M,Pob_Vej_T,Poblacion
2005,29,058,411.344,426.237,837.581,403.999,418.893,822.892,401.345,412.872,814.217,386.249,381.707,767.956,360.671,329.724,690.395,1538.552,1383.954,2922.506,299.545,262.088,561.633,7417.18
2005,29,059,335.686,347.84,683.526,329.693,341.846,671.539,327.527,336.933,664.46,315.207,311.501,626.708,294.334,269.079,563.413,1255.569,1129.406,2384.975,244.45,213.883,458.333,6052.954
2005,29,060,227.854,236.103,463.957,223.785,232.034,455.819,222.314,228.699,451.013,213.952,211.437,425.389,199.784,182.642,382.426,852.24,766.605,1618.845,165.925,145.177,311.102,4108.551
2006,21,015,6078.709,6286.912,12365.621,5969.418,6135.279,12104.697,5943.539,6027.721,11971.26,5653.33,5483.963,11137.293,5133.005,4607.038,9740.043,22224.312,19400.661,41624.973,4846.839,3935.871,8782.71,107726.597
2006,21,026,721.699,746.417,1468.116,708.723,728.415,1437.138,705.65,715.645,1421.295,671.195,651.087,1322.282,609.419,546.973,1156.392,2638.594,2303.355,4941.949,575.444,467.289,1042.733,12789.905
2006,21,034,1968.409,2035.83,4004.239,1933.019,1986.728,3919.747,1924.639,1951.899,3876.538,1830.663,1775.819,3606.482,1662.172,1491.853,3154.025,7196.685,6282.33,13479.015,1569.505,1274.515,2844.02,34884.066
2006,21,041,4995.927,5167.044,10162.971,4906.104,5042.422,9948.526,4884.835,4954.023,9838.858,4646.32,4507.123,9153.443,4218.679,3786.402,8005.081,18265.566,15944.883,34210.449,3983.487,3234.787,7218.274,88537.602
2006,21,048,1036.03,1071.516,2107.546,1017.403,1045.672,2063.075,1012.992,1027.34,2040.332,963.53,934.664,1898.194,874.848,785.205,1660.053,3787.821,3306.569,7094.39,826.076,670.814,1496.89,18360.48
2006,21,060,409.524,423.55,833.074,402.161,413.335,815.496,400.417,406.089,806.506,380.866,369.456,750.322,345.812,310.377,656.189,1497.256,1307.027,2804.283,326.532,265.161,591.693,7257.563
2006,21,074,3450.225,3568.398,7018.623,3388.192,3482.334,6870.526,3373.503,3421.285,6794.788,3208.783,3112.652,6321.435,2913.451,2614.917,5528.368,12614.334,11011.653,23625.987,2751.025,2233.968,4984.993,61144.72
2006,21,090,1093.562,1131.018,2224.58,1073.901,1103.739,2177.64,1069.245,1084.39,2153.635,1017.036,986.567,2003.603,923.43,828.808,1752.238,3998.163,3490.188,7488.351,871.948,708.065,1580.013,19380.06
2006,21,106,1516.056,1567.983,3084.039,1488.799,1530.165,3018.964,1482.344,1503.34,2985.684,1409.965,1367.724,2777.689,1280.194,1149.015,2429.209,5542.839,4838.607,10381.446,1208.822,981.623,2190.445,26867.476
2006,21,114,82610.667,85440.182,168050.849,81125.388,83379.475,164504.863,80773.694,81917.747,162691.441,76829.697,74527.986,151357.683,69758.398,62610.427,132368.825,302032.126,263658.232,565690.358,65869.353,53489.15,119358.503,1464022.522
2006,21,119,5971.948,6176.494,12148.442,5864.577,6027.525,11892.102,5839.153,5921.857,11761.01,5554.04,5387.649,10941.689,5042.854,4526.125,9568.979,21833.987,19059.926,40893.913,4761.714,3866.746,8628.46,105834.595
2006,21,122,520.03,537.843,1057.873,510.681,524.87,1035.551,508.467,515.669,1024.136,483.64,469.151,952.791,439.126,394.13,833.256,1901.279,1659.718,3560.997,414.645,336.712,751.357,9215.961
2006,21,125,466.489,482.466,948.955,458.101,470.83,928.931,456.115,462.575,918.69,433.844,420.847,854.691,393.914,353.55,747.464,1705.524,1488.833,3194.357,371.953,302.044,673.997,8267.085
2006,21,132,7764.05,8029.978,15794.028,7624.458,7836.305,15460.763,7591.405,7698.927,15290.332,7220.734,7004.41,14225.144,6556.147,5884.355,12440.502,28386.075,24779.557,53165.632,6190.641,5027.104,11217.745,137594.146
2006,21,134,1084.881,1122.04,2206.921,1065.375,1094.977,2160.352,1060.757,1075.781,2136.538,1008.962,978.735,1987.697,916.099,822.229,1738.328,3966.423,3462.48,7428.903,865.026,702.444,1567.47,19226.209
2006,21,136,635.079,656.831,1291.91,623.661,640.99,1264.651,620.957,629.752,1250.709,590.637,572.943,1163.58,536.276,481.325,1017.601,2321.908,2026.903,4348.811,506.378,411.204,917.582,11254.844
2006,21,140,6548.172,6772.454,13320.626,6430.441,6609.112,13039.553,6402.563,6493.247,12895.81,6089.941,5907.495,11997.436,5529.431,4962.844,10492.275,23940.714,20898.989,44839.703,5221.164,4239.841,9461.005,116046.408
2006,21,143,1644.289,1700.607,3344.896,1614.726,1659.591,3274.317,1607.725,1630.497,3238.222,1529.224,1483.41,3012.634,1388.476,1246.202,2634.678,6011.669,5247.872,11259.541,1311.069,1064.651,2375.72,29140.008
2006,21,180,2000.494,2069.014,4069.508,1964.526,2019.111,3983.637,1956.01,1983.714,3939.724,1860.502,1804.764,3665.266,1689.264,1516.169,3205.433,7313.988,6384.728,13698.716,1595.088,1295.289,2890.377,35452.661
2006,21,181,343.1,354.852,697.952,336.932,346.293,683.225,335.471,340.222,675.693,319.091,309.531,628.622,289.722,260.035,549.757,1254.407,1095.031,2349.438,273.57,222.153,495.723,6080.41
2006,29,001,544.73,565.089,1109.819,535.353,554.807,1090.16,532.78,548.307,1081.087,515.048,509.49,1024.538,482.577,441.967,924.544,2098.194,1876.691,3974.885,409.326,357.5,766.826,9971.859
2006,29,002,689.002,714.753,1403.755,677.141,701.747,1378.888,673.887,693.526,1367.413,651.458,644.428,1295.886,610.387,559.021,1169.408,2653.898,2373.73,5027.628,517.735,452.183,969.918,12612.896
2006,29,003,310.997,322.619,633.616,305.643,316.749,622.392,304.174,313.038,617.212,294.05,290.876,584.926,275.512,252.326,527.838,1197.896,1071.434,2269.33,233.691,204.103,437.794,5693.108
2006,29,005,3880.86,4025.906,7906.766,3814.053,3952.649,7766.702,3795.723,3906.344,7702.067,3669.39,3629.792,7299.182,3438.058,3148.732,6586.79,14948.302,13370.232,28318.534,2916.185,2546.96,5463.145,71043.186
2006,29,009,269.001,279.055,548.056,264.371,273.977,538.348,263.1,270.768,533.868,254.343,251.599,505.942,238.309,218.254,456.563,1036.14,926.756,1962.896,202.136,176.542,378.678,4924.351
2006,29,010,3353.749,3479.094,6832.843,3296.016,3415.786,6711.802,3280.175,3375.771,6655.946,3171.001,3136.781,6307.782,2971.089,2721.06,5692.149,12917.972,11554.241,24472.213,2520.099,2201.023,4721.122,61393.857
2006,29,011,215.556,223.612,439.168,211.845,219.543,431.388,210.827,216.971,427.798,203.81,201.61,405.42,190.961,174.891,365.852,830.277,742.627,1572.904,161.974,141.466,303.44,3945.97
2006,29,012,420.464,436.179,856.643,413.226,428.242,841.468,411.24,423.225,834.465,397.553,393.262,790.815,372.489,341.143,713.632,1619.543,1448.571,3068.114,315.948,275.945,591.893,7697.03
2006,29,014,709.916,736.449,1446.365,697.695,723.048,1420.743,694.342,714.577,1408.919,671.232,663.989,1335.221,628.915,575.99,1204.905,2734.454,2445.783,5180.237,533.45,465.909,999.359,12995.749
2006,29,015,1810.47,1878.136,3688.606,1779.304,1843.961,3623.265,1770.753,1822.359,3593.112,1711.817,1693.344,3405.161,1603.897,1468.923,3072.82,6973.571,6237.382,13210.953,1360.437,1188.189,2548.626,33142.543
2006,29,017,517.904,537.26,1055.164,508.988,527.484,1036.472,506.542,521.305,1027.847,489.683,484.399,974.082,458.812,420.201,879.013,1994.862,1784.269,3779.131,389.167,339.894,729.061,9480.77
2006,29,018,1813.505,1881.284,3694.789,1782.286,1847.051,3629.337,1773.721,1825.413,3599.134,1714.686,1696.182,3410.868,1606.585,1471.385,3077.97,6985.259,6247.835,13233.094,1362.718,1190.181,2552.899,33198.091
2006,29,019,1000.748,1038.152,2038.9,983.521,1019.261,2002.782,978.795,1007.32,1986.115,946.217,936.006,1882.223,886.564,811.957,1698.521,3854.684,3447.752,7302.436,751.991,656.779,1408.77,18319.747
2006,29,022,300.807,312.051,612.858,295.629,306.372,602.001,294.209,302.783,596.992,284.417,281.347,565.764,266.486,244.06,510.546,1158.652,1036.334,2194.986,226.035,197.416,423.451,5506.598
2006,29,023,1223.772,1269.509,2493.281,1202.705,1246.409,2449.114,1196.925,1231.808,2428.733,1157.087,1144.601,2301.688,1084.14,992.906,2077.046,4713.724,4216.104,8929.828,919.576,803.146,1722.722,22402.412
2006,29,024,1303.37,1352.083,2655.453,1280.933,1327.479,2608.412,1274.776,1311.928,2586.704,1232.348,1219.049,2451.397,1154.656,1057.488,2212.144,5020.319,4490.332,9510.651,979.388,855.386,1834.774,23859.535
2006,29,025,3643.309,3779.476,7422.785,3580.591,3710.703,7291.294,3563.383,3667.233,7230.616,3444.783,3407.609,6852.392,3227.611,2955.995,6183.606,14033.302,12551.827,26585.129,2737.684,2391.059,5128.743,66694.565
2006,29,026,959.906,995.783,1955.689,943.382,977.663,1921.045,938.848,966.21,1905.058,907.601,897.806,1805.407,850.382,778.819,1629.201,3697.369,3307.042,7004.411,721.3,629.974,1351.274,17572.085
2006,29,027,602.512,625.03,1227.542,592.14,613.657,1205.797,589.294,606.468,1195.762,569.681,563.533,1133.214,533.766,488.847,1022.613,2320.757,2075.758,4396.515,452.745,395.421,848.166,11029.609
2006,29,028,1145.647,1188.465,2334.112,1125.925,1166.839,2292.764,1120.514,1153.17,2273.684,1083.22,1071.53,2154.75,1014.93,929.519,1944.449,4412.805,3946.951,8359.756,860.871,751.873,1612.744,20972.259
2006,29,029,598.678,621.053,1219.731,588.372,609.752,1198.124,585.544,602.609,1188.153,566.056,559.947,1126.003,530.369,485.737,1016.106,2305.988,2062.548,4368.536,449.863,392.904,842.767,10959.42
2006,29,031,1545.265,1603.019,3148.284,1518.664,1573.85,3092.514,1511.365,1555.412,3066.777,1461.063,1445.296,2906.359,1368.952,1253.749,2622.701,5952.054,5323.704,11275.758,1161.155,1014.138,2175.293,28287.686
2006,29,032,638.434,662.295,1300.729,627.444,650.243,1277.687,624.428,642.626,1267.054,603.645,597.131,1200.776,565.589,517.992,1083.581,2459.121,2199.514,4658.635,479.737,418.996,898.733,11687.195
2006,29,033,4613.534,4785.962,9399.496,4534.114,4698.875,9232.989,4512.323,4643.828,9156.151,4362.14,4315.065,8677.205,4087.134,3743.186,7830.32,17770.414,15894.417,33664.831,3466.736,3027.805,6494.541,84455.533
2006,29,034,2083.502,2161.372,4244.874,2047.636,2122.043,4169.679,2037.795,2097.183,4134.978,1969.971,1948.712,3918.683,1845.776,1690.447,3536.223,8025.235,7178.023,15203.258,1565.601,1367.377,2932.978,38140.673
2006,29,035,293.695,304.672,598.367,288.639,299.128,587.767,287.252,295.624,582.876,277.692,274.695,552.387,260.185,238.289,498.474,1131.254,1011.831,2143.085,220.691,192.748,413.439,5376.395
2006,29,036,1049,1088.207,2137.207,1030.942,1068.405,2099.347,1025.988,1055.889,2081.877,991.84,981.136,1972.976,929.31,851.105,1780.415,4040.541,3613.987,7654.528,788.248,688.445,1476.693,19203.043
2006,29,038,785.45,814.807,1600.257,771.929,799.98,1571.909,768.219,790.608,1558.827,742.651,734.636,1477.287,695.831,637.274,1333.105,3025.398,2706.011,5731.409,590.209,515.481,1105.69,14378.484
2006,29,039,1132.69,1175.025,2307.715,1113.192,1153.644,2266.836,1107.842,1140.129,2247.971,1070.97,1059.413,2130.383,1003.452,919.008,1922.46,4362.9,3902.315,8265.215,851.135,743.371,1594.506,20735.086
2006,29,040,512.756,531.921,1044.677,503.93,522.242,1026.172,501.508,516.124,1017.632,484.816,479.585,964.401,454.252,416.025,870.277,1975.037,1766.536,3741.573,385.3,336.516,721.816,9386.548
2006,29,041,1401.627,1454.012,2855.639,1377.498,1427.554,2805.052,1370.878,1410.83,2781.708,1325.251,1310.95,2636.201,1241.702,1137.208,2378.91,5398.786,4828.846,10227.632,1053.221,919.87,1973.091,25658.233
2006,29,042,640.715,664.661,1305.376,629.685,652.567,1282.252,626.659,644.922,1271.581,605.802,599.264,1205.066,567.61,519.843,1087.453,2467.906,2207.372,4675.278,481.45,420.493,901.943,11728.949
2006,29,043,1797.87,1865.065,3662.935,1766.921,1831.127,3598.048,1758.429,1809.676,3568.105,1699.903,1681.559,3381.462,1592.735,1458.7,3051.435,6925.038,6193.972,13119.01,1350.969,1179.919,2530.888,32911.883
2006,29,044,2007.296,2082.318,4089.614,1972.741,2044.427,4017.168,1963.26,2020.476,3983.736,1897.917,1877.436,3775.353,1778.265,1628.617,3406.882,7731.704,6915.479,14647.183,1508.338,1317.363,2825.701,36745.637
2006,29,048,888.491,921.699,1810.19,873.197,904.927,1778.124,869,894.326,1763.326,840.077,831.011,1671.088,787.116,720.877,1507.993,3422.294,3061.006,6483.3,667.637,583.106,1250.743,16264.764
2006,29,049,261.522,271.297,532.819,257.02,266.36,523.38,255.785,263.24,519.025,247.272,244.604,491.876,231.683,212.186,443.869,1007.331,900.99,1908.321,196.515,171.634,368.149,4787.439
2006,29,050,488.776,507.044,995.82,480.362,497.818,978.18,478.053,491.986,970.039,462.143,457.155,919.298,433.007,396.568,829.575,1882.668,1683.919,3566.587,367.28,320.778,688.058,8947.557
2006,29,051,191.987,199.162,391.149,188.682,195.538,384.22,187.776,193.248,381.024,181.526,179.567,361.093,170.082,155.769,325.851,739.497,661.429,1400.926,144.265,125.998,270.263,3514.526
2006,29,052,290.969,301.843,592.812,285.96,296.351,582.311,284.586,292.879,577.465,275.114,272.145,547.259,257.77,236.077,493.847,1120.755,1002.438,2123.193,218.642,190.959,409.601,5326.488
2006,29,053,348.966,362.008,710.974,342.959,355.421,698.38,341.31,351.257,692.567,329.951,326.39,656.341,309.149,283.133,592.282,1344.147,1202.247,2546.394,262.223,229.022,491.245,6388.183
2006,29,054,256.221,265.797,522.018,251.81,260.961,512.771,250.6,257.903,508.503,242.26,239.645,481.905,226.987,207.885,434.872,986.912,882.726,1869.638,192.532,168.154,360.686,4690.393
2006,29,055,145.919,151.373,297.292,143.407,148.618,292.025,142.718,146.877,289.595,137.968,136.479,274.447,129.27,118.391,247.661,562.052,502.717,1064.769,109.647,95.765,205.412,2671.201
2006,29,056,359.299,372.728,732.027,353.114,365.946,719.06,351.417,361.659,713.076,339.721,336.055,675.776,318.304,291.517,609.821,1383.95,1237.849,2621.799,269.987,235.804,505.791,6577.35
2006,29,057,231.311,239.956,471.267,227.329,235.59,462.919,226.237,232.83,459.067,218.707,216.347,435.054,204.919,187.674,392.593,890.964,796.908,1687.872,173.814,151.807,325.621,4234.393
2006,29,058,412.464,427.88,840.344,405.364,420.094,825.458,403.416,415.173,818.589,389.989,385.78,775.769,365.403,334.652,700.055,1588.731,1421.01,3009.741,309.937,270.695,580.632,7550.588
2006,29,059,336.601,349.181,685.782,330.806,342.827,673.633,329.216,338.811,668.027,318.259,314.825,633.084,298.195,273.101,571.296,1296.517,1159.648,2456.165,252.931,220.907,473.838,6161.825
2006,29,060,228.473,237.012,465.485,224.54,232.7,457.24,223.461,229.974,453.435,216.024,213.693,429.717,202.405,185.372,387.777,880.034,787.131,1667.165,171.681,149.944,321.625,4182.444
2007,21,015,6022.561,6233.671,12256.232,5944.136,6107.995,12052.131,5927.134,6016.188,11943.322,5685.678,5537.531,11223.209,5183.838,4678.821,9862.659,22770.611,19800.488,42571.099,4994.081,4050.38,9044.461,108953.113
2007,21,026,715.033,740.097,1455.13,705.721,725.176,1430.897,703.703,714.276,1417.979,675.036,657.447,1332.483,615.454,555.496,1170.95,2703.455,2350.826,5054.281,592.925,480.884,1073.809,12935.529
2007,21,034,1950.229,2018.59,3968.819,1924.833,1977.893,3902.726,1919.327,1948.164,3867.491,1841.139,1793.165,3634.304,1678.632,1515.098,3193.73,7373.589,6411.802,13785.391,1617.185,1311.595,2928.78,35281.241
2007,21,041,4949.782,5123.287,10073.069,4885.326,5019.997,9905.323,4871.353,4944.543,9815.896,4672.906,4551.148,9224.054,4260.457,3845.397,8105.854,18714.555,16273.49,34988.045,4104.502,3328.899,7433.401,89545.642
2007,21,048,1026.461,1062.441,2088.902,1013.094,1041.021,2054.115,1010.196,1025.374,2035.57,969.044,943.794,1912.838,883.512,797.439,1680.951,3880.929,3374.713,7255.642,851.17,690.33,1541.5,18569.518
2007,21,060,405.741,419.964,825.705,400.457,411.497,811.954,399.312,405.312,804.624,383.045,373.065,756.11,349.236,315.213,664.449,1534.06,1333.964,2868.024,336.452,272.875,609.327,7340.193
2007,21,074,3418.356,3538.18,6956.536,3373.842,3466.847,6840.689,3364.192,3414.738,6778.93,3227.143,3143.056,6370.199,2942.303,2655.66,5597.963,12924.409,11238.591,24163,2834.599,2298.961,5133.56,61840.877
2007,21,090,1083.461,1121.441,2204.902,1069.353,1098.831,2168.184,1066.294,1082.315,2148.609,1022.856,996.204,2019.06,932.575,841.722,1774.297,4096.443,3562.116,7658.559,898.437,728.665,1627.102,19600.713
2007,21,106,1502.053,1554.705,3056.758,1482.493,1523.36,3005.853,1478.253,1500.463,2978.716,1418.033,1381.084,2799.117,1292.872,1166.918,2459.79,5679.089,4938.327,10617.416,1245.545,1010.182,2255.727,27173.377
2007,21,114,81847.616,84716.644,166564.26,80781.805,83008.678,163790.483,80550.744,81761.002,162311.746,77269.314,75255.971,152525.285,70449.224,63585.959,134035.183,309456.426,269091.955,578548.381,67870.397,55045.343,122915.74,1480691.078
2007,21,119,5916.786,6124.189,12040.975,5839.739,6000.72,11840.459,5823.036,5910.525,11733.561,5585.82,5440.275,11026.095,5092.794,4596.646,9689.44,22370.691,19452.731,41823.422,4906.37,3979.243,8885.613,107039.565
2007,21,122,515.227,533.288,1048.515,508.518,522.536,1031.054,507.064,514.682,1021.746,486.407,473.733,960.14,443.475,400.271,843.746,1948.016,1693.923,3641.939,427.241,346.508,773.749,9320.889
2007,21,125,462.18,478.38,940.56,456.161,468.736,924.897,454.856,461.69,916.546,436.327,424.958,861.285,397.815,359.059,756.874,1747.448,1519.517,3266.965,383.253,310.831,694.084,8361.211
2007,21,132,7692.335,7961.978,15654.313,7592.167,7801.457,15393.624,7570.451,7684.196,15254.647,7262.05,7072.829,14334.879,6621.074,5976.039,12597.113,29083.838,25290.239,54374.077,6378.706,5173.361,11552.067,139160.72
2007,21,134,1074.86,1112.537,2187.397,1060.863,1090.107,2150.97,1057.829,1073.722,2131.551,1014.736,988.295,2003.031,925.171,835.039,1760.21,4063.922,3533.836,7597.758,891.305,722.881,1614.186,19445.103
2007,21,136,629.213,651.269,1280.482,621.02,638.139,1259.159,619.244,628.547,1247.791,594.017,578.539,1172.556,541.587,488.825,1030.412,2378.985,2068.676,4447.661,521.762,423.167,944.929,11382.99
2007,21,140,6487.688,6715.103,13202.791,6403.206,6579.72,12982.926,6384.891,6480.822,12865.713,6124.787,5965.198,12089.985,5584.189,5040.17,10624.359,24529.203,21329.695,45858.898,5379.778,4363.194,9742.972,117367.644
2007,21,143,1629.101,1686.206,3315.307,1607.887,1652.211,3260.098,1603.288,1627.377,3230.665,1537.974,1497.9,3035.874,1402.227,1265.619,2667.846,6159.444,5356.026,11515.47,1350.898,1095.627,2446.525,29471.785
2007,21,180,1982.016,2051.492,4033.508,1956.206,2010.132,3966.338,1950.611,1979.918,3930.529,1871.148,1822.393,3693.541,1705.993,1539.793,3245.786,7493.774,6516.31,14010.084,1643.545,1332.974,2976.519,35856.305
2007,21,181,339.931,351.847,691.778,335.505,344.754,680.259,334.545,339.572,674.117,320.916,312.555,633.471,292.591,264.087,556.678,1285.241,1117.598,2402.839,281.881,228.615,510.496,6149.638
2007,29,001,543.96,564.838,1108.798,536.653,555.82,1092.473,533.758,549.428,1083.186,518.786,515.102,1033.888,486.889,448.278,935.167,2160.751,1921.712,4082.463,423.526,368.993,792.519,10128.494
2007,29,002,688.026,714.436,1402.462,678.785,703.029,1381.814,675.123,694.944,1370.067,656.186,651.526,1307.712,615.842,567.004,1182.846,2733.023,2430.677,5163.7,535.696,466.72,1002.416,12811.017
2007,29,003,310.556,322.476,633.032,306.384,317.327,623.711,304.731,313.678,618.409,296.184,294.081,590.265,277.973,255.93,533.903,1233.609,1097.139,2330.748,241.798,210.664,452.462,5782.53
2007,29,005,3875.368,4024.118,7899.486,3823.315,3959.866,7783.181,3802.685,3914.327,7717.012,3696.024,3669.774,7365.798,3468.779,3193.696,6662.475,15393.98,13690.98,29084.96,3017.354,2628.84,5646.194,72159.106
2007,29,009,268.62,278.931,547.551,265.013,274.478,539.491,263.583,271.321,534.904,256.19,254.37,510.56,240.438,221.371,461.809,1067.032,948.989,2016.021,209.147,182.217,391.364,5001.7
2007,29,010,3349.002,3477.549,6826.551,3304.019,3422.023,6726.042,3286.191,3382.67,6668.861,3194.017,3171.333,6365.35,2997.637,2759.917,5757.554,13303.115,11831.424,25134.539,2607.526,2271.782,4879.308,62358.205
2007,29,011,215.251,223.513,438.764,212.359,219.944,432.303,211.214,217.414,428.628,205.289,203.831,409.12,192.667,177.388,370.055,855.031,760.441,1615.472,167.594,146.014,313.608,4007.95
2007,29,012,419.869,435.985,855.854,414.229,429.024,843.253,411.994,424.09,836.084,400.438,397.594,798.032,375.818,346.014,721.832,1667.829,1483.32,3151.149,326.909,284.817,611.726,7817.93
2007,29,014,708.911,736.122,1445.033,699.389,724.368,1423.757,695.616,716.038,1411.654,676.104,671.302,1347.406,634.535,584.215,1218.75,2815.982,2504.456,5320.438,551.957,480.887,1032.844,13199.882
2007,29,015,1807.908,1877.303,3685.211,1783.625,1847.328,3630.953,1774.001,1826.084,3600.085,1724.242,1711.996,3436.238,1618.229,1489.9,3108.129,7181.487,6387.018,13568.505,1407.634,1226.387,2634.021,33663.142
2007,29,017,517.171,537.022,1054.193,510.224,528.447,1038.671,507.471,522.37,1029.841,493.237,489.734,982.971,462.911,426.201,889.112,2054.339,1827.073,3881.412,402.668,350.821,753.489,9629.689
2007,29,018,1810.938,1880.448,3691.386,1786.614,1850.424,3637.038,1776.974,1829.144,3606.118,1727.132,1714.865,3441.997,1620.941,1492.396,3113.337,7193.522,6397.72,13591.242,1409.993,1228.442,2638.435,33719.553
2007,29,019,999.333,1037.691,2037.024,985.91,1021.122,2007.032,980.59,1009.379,1989.969,953.085,946.316,1899.401,894.486,823.551,1718.037,3969.612,3530.462,7500.074,778.078,677.893,1455.971,18607.508
2007,29,022,300.382,311.912,612.294,296.348,306.932,603.28,294.749,303.402,598.151,286.481,284.446,570.927,268.867,247.545,516.412,1193.197,1061.196,2254.393,233.877,203.763,437.64,5593.097
2007,29,023,1222.04,1268.946,2490.986,1205.625,1248.685,2454.31,1199.12,1234.325,2433.445,1165.486,1157.209,2322.695,1093.828,1007.085,2100.913,4854.261,4317.247,9171.508,951.477,828.966,1780.443,22754.3
2007,29,024,1301.525,1351.482,2653.007,1284.043,1329.903,2613.946,1277.115,1314.609,2591.724,1241.293,1232.477,2473.77,1164.974,1072.589,2237.563,5169.999,4598.055,9768.054,1013.365,882.885,1896.25,24234.314
2007,29,025,3638.153,3777.798,7415.951,3589.286,3717.479,7306.765,3569.919,3674.728,7244.647,3469.787,3445.143,6914.93,3256.451,2998.206,6254.657,14451.698,12852.943,27304.641,2832.659,2467.926,5300.585,67742.176
2007,29,026,958.548,995.34,1953.888,945.673,979.448,1925.121,940.57,968.184,1908.754,914.188,907.695,1821.883,857.98,789.94,1647.92,3807.604,3386.377,7193.981,746.324,650.227,1396.551,17848.098
2007,29,027,601.659,624.753,1226.412,593.578,614.778,1208.356,590.375,607.708,1198.083,573.816,569.741,1143.557,538.535,495.828,1034.363,2389.949,2125.555,4515.504,468.45,408.133,876.583,11202.858
2007,29,028,1144.026,1187.937,2331.963,1128.659,1168.97,2297.629,1122.569,1155.526,2278.095,1091.082,1083.333,2174.415,1023.999,942.793,1966.792,4544.37,4041.637,8586.007,890.737,776.045,1666.782,21301.683
2007,29,029,597.83,620.777,1218.607,589.8,610.865,1200.665,586.618,603.84,1190.458,570.164,566.115,1136.279,535.108,492.673,1027.781,2374.74,2112.028,4486.768,465.47,405.536,871.006,11131.564
2007,29,031,1543.078,1602.307,3145.385,1522.352,1576.723,3099.075,1514.138,1558.591,3072.729,1471.668,1461.216,2932.884,1381.184,1271.653,2652.837,6129.512,5451.419,11580.931,1201.438,1046.741,2248.179,28732.02
2007,29,032,637.53,662,1299.53,628.967,651.431,1280.398,625.573,643.939,1269.512,608.027,603.708,1211.735,570.643,525.389,1096.032,2532.438,2252.28,4784.718,496.38,432.466,928.846,11870.771
2007,29,033,4607.004,4783.837,9390.841,4545.123,4707.455,9252.578,4520.599,4653.319,9173.918,4393.802,4362.596,8756.398,4123.654,3796.639,7920.293,18300.23,16275.723,34575.953,3587.005,3125.142,6712.147,85782.128
2007,29,034,2080.553,2160.412,4240.965,2052.607,2125.917,4178.524,2041.532,2101.469,4143.001,1984.269,1970.177,3954.446,1862.269,1714.587,3576.856,8264.503,7350.222,15614.725,1619.915,1411.334,3031.249,38739.766
2007,29,035,293.279,304.537,597.816,289.34,299.674,589.014,287.779,296.228,584.007,279.707,277.72,557.427,262.51,241.692,504.202,1164.983,1036.104,2201.087,228.347,198.945,427.292,5460.845
2007,29,036,1047.515,1087.723,2135.238,1033.446,1070.356,2103.802,1027.869,1058.046,2085.915,999.039,991.943,1990.982,937.614,863.259,1800.873,4161.007,3700.686,7861.693,815.593,710.578,1526.171,19504.674
2007,29,038,784.338,814.444,1598.782,773.803,801.44,1575.243,769.628,792.223,1561.851,748.041,742.728,1490.769,702.049,646.374,1348.423,3115.598,2770.928,5886.526,610.685,532.052,1142.737,14604.331
2007,29,039,1131.088,1174.503,2305.591,1115.895,1155.75,2271.645,1109.874,1142.459,2252.333,1078.743,1071.082,2149.825,1012.418,932.131,1944.549,4492.978,3995.932,8488.91,880.663,767.269,1647.932,21060.785
2007,29,040,512.031,531.685,1043.716,505.154,523.195,1028.349,502.428,517.179,1019.607,488.335,484.867,973.202,458.311,421.965,880.276,2033.922,1808.914,3842.836,398.666,347.334,746,9533.986
2007,29,041,1399.643,1453.366,2853.009,1380.843,1430.16,2811.003,1373.392,1413.714,2787.106,1334.87,1325.39,2660.26,1252.797,1153.447,2406.244,5559.749,4944.688,10504.437,1089.76,949.442,2039.202,26061.261
2007,29,042,639.808,664.366,1304.174,631.214,653.758,1284.972,627.808,646.24,1274.048,610.199,605.865,1216.064,572.682,527.267,1099.949,2541.484,2260.327,4801.811,498.153,434.011,932.164,11913.182
2007,29,043,1795.325,1864.237,3659.562,1771.211,1834.471,3605.682,1761.654,1813.374,3575.028,1712.242,1700.081,3412.323,1606.967,1479.53,3086.497,7131.504,6342.564,13474.068,1397.837,1217.852,2615.689,33428.849
2007,29,044,2004.454,2081.392,4085.846,1977.531,2048.16,4025.691,1966.861,2024.606,3991.467,1911.693,1898.115,3809.808,1794.155,1651.874,3446.029,7962.22,7081.38,15043.6,1560.665,1359.714,2920.379,37322.82
2007,29,048,887.235,921.29,1808.525,875.317,906.579,1781.896,870.594,896.153,1766.747,846.175,840.165,1686.34,794.149,731.171,1525.32,3524.328,3134.439,6658.767,690.799,601.852,1292.651,16520.246
2007,29,049,261.153,271.177,532.33,257.645,266.847,524.492,256.254,263.778,520.032,249.067,247.298,496.365,233.753,215.216,448.969,1037.366,922.605,1959.971,203.333,177.152,380.485,4862.644
2007,29,050,488.084,506.818,994.902,481.528,498.726,980.254,478.93,492.991,971.921,465.497,462.191,927.688,436.876,402.231,839.107,1938.799,1724.315,3663.114,380.022,331.09,711.112,9088.098
