CVE_ENT,NOM_ENT,CVE_MUN,Microcuenca,NOM_MUN,Pobl2010,Pobl2015,Pobl2020,Pobr_Porc2010,Pobr_Porc2015,Pobr_Porc2020,Pobr_Pers2010,Pobr_Pers2015,Pobr_Pers2020,Pobr_CareProm2010,Pobr_CareProm2015,Pobr_CareProm2020,PobrExtr_Porc2010,PobrExtr_Porc2015,PobrExtr_Porc2020,PobrExtr_Pers2010,PobrExtr_Pers2015,PobrExtr_Pers2020,PobrExtr_CareProm2010,PobrExtr_CareProm2015,PobrExtr_CareProm2020,PobrMode_Porc2010,PobrMode_Porc2015,PobrMode_Porc2020,PobrMode_Pers2010,PobrMode_Pers2015,PobrMode_Pers2020,PobrMode_CareProm2010,PobrMode_CareProm2015,PobrMode_CareProm2020,VulnCarSoc_Porc2010,VulnCarSoc_Porc2015,VulnCarSoc_Porc2020,VulnCarSoc_Pers2010,VulnCarSoc_Pers2015,VulnCarSoc_Pers2020,VulnCarSoc_CareProm2010,VulnCarSoc_CareProm2015,VulnCarSoc_CareProm2020,VulnIngr_Porc2010,VulnIngr_Porc2015,VulnIngr_Porc2020,VulnIngr_Pers2010,VulnIngr_Pers2015,VulnIngr_Pers2020,NoPobNoVuln_Porc2010,NoPobNoVuln_Porc2015,NoPobNoVuln_Porc2020,NoPobNoVuln_Pers2010,NoPobNoVuln_Pers2015,NoPobNoVuln_Pers2020,RezaEduc_Porc2010,RezaEduc_Porc2015,RezaEduc_Porc2020,RezaEduc_Pers2010,RezaEduc_Pers2015,RezaEduc_Pers2020,RezaEduc_CareProm2010,RezaEduc_CareProm2015,RezaEduc_CareProm2020,CareServSalu_Porc2010,CareServSalu_Porc2015,CareServSalu_Porc2020,CareServSalu_Pers2010,CareServSalu_Pers2015,CareServSalu_Pers2020,CareServSalu_CareProm2010,CareServSalu_CareProm2015,CareServSalu_CareProm2020,CareSeguSoci_Porc2010,CareSeguSoci_Porc2015,CareSeguSoci_Porc2020,CareSeguSoci_Pers2010,CareSeguSoci_Pers2015,CareSeguSoci_Pers2020,CareSeguSoci_CareProm2010,CareSeguSoci_CareProm2015,CareSeguSoci_CareProm2020,CareCaliVivi_Porc2010,CareCaliVivi_Porc2015,CareCaliVivi_Porc2020,CareCaliVivi_Pers2010,CareCaliVivi_Pers2015,CareCaliVivi_Pers2020,CareCaliVivi_CareProm2010,CareCaliVivi_CareProm2015,CareCaliVivi_CareProm2020,CareServVivi_Porc2010,CareServVivi_Porc2015,CareServVivi_Porc2020,CareServVivi_Pers2010,CareServVivi_Pers2015,CareServVivi_Pers2020,CareServVivi_CareProm2010,CareServVivi_CareProm2015,CareServVivi_CareProm2020,CareAcceAlim_Porc2010,CareAcceAlim_Porc2015,CareAcceAlim_Porc2020,CareAcceAlim_Pers2010,CareAcceAlim_Pers2015,CareAcceAlim_Pers2020,CareAcceAlim_CareProm2010,CareAcceAlim_CareProm2015,CareAcceAlim_CareProm2020,Pobl1CarSoc_Porc2010,Pobl1CarSoc_Porc2015,Pobl1CarSoc_Porc2020,Pobl1CarSoc_Pers2010,Pobl1CarSoc_Pers2015,Pobl1CarSoc_Pers2020,Pobl1CarSoc_CareProm2010,Pobl1CarSoc_CareProm2015,Pobl1CarSoc_CareProm2020,Pobl3+CarSoc_Porc2010,Pobl3+CarSoc_Porc2015,Pobl3+CarSoc_Porc2020,Pobl3+CarSoc_Pers2010,Pobl3+CarSoc_Pers2015,Pobl3+CarSoc_Pers2020,Pobl3+CarSoc_CareProm2010,Pobl3+CarSoc_CareProm2015,Pobl3+CarSoc_CareProm2020,PoblIngInfLineaPobr_Porc2010,PoblIngInfLineaPobr_Porc2015,PoblIngInfLineaPobr_Porc2020,PoblIngInfLineaPobr_Pers2010,PoblIngInfLineaPobr_Pers2015,PoblIngInfLineaPobr_Pers2020,PoblIngInfLineaPobr_CareProm2010,PoblIngInfLineaPobr_CareProm2015,PoblIngInfLineaPobr_CareProm2020,PoblIngInfLineaPobrExtr_Porc2010,PoblIngInfLineaPobrExtr_Porc2015,PoblIngInfLineaPobrExtr_Porc2020,PoblIngInfLineaPobrExtr_Pers2010,PoblIngInfLineaPobrExtr_Pers2015,PoblIngInfLineaPobrExtr_Pers2020,PoblIngInfLineaPobrExtr_CareProm2010,PoblIngInfLineaPobrExtr_CareProm2015,PoblIngInfLineaPobrExtr_CareProm2020
29,Tlaxcala,035,1,Tocatlán,5573,5892,6503,73.7474767081,74.2484558677,71.6810512654,4110,4375,4661,2.115781004,1.5794769073,1.685953235,14.0776397516,5.7674835625,8.3792991564,785,340,545,3.5209899235,3.1989325541,3.2752292683,59.6698369565,68.4809723052,63.301752109,3325,4035,4117,1.7840628835,1.4429949555,1.4754616693,14.5871506211,11.1071926679,5.6064243997,813,654,365,1.6949941208,1.3772916432,1.5372903954,6.2998835404,8.3034469018,17.3093770279,351,489,1126,5.3654891304,6.3409045627,5.4031473069,299,374,351,19.6622670807,15.7999601514,13.9519792343,1096,931,907,2.8262586377,2.2383354351,2.3534883721,26.7857142857,8.627216577,19.727449708,1493,508,1283,2.6471014493,2.4480369515,2.4399671053,80.8035714286,77.7445706316,69.4029850746,4503,4581,4513,2.1066538554,1.5771399282,1.7159887798,12.0923913043,6.4753935047,5.7916937054,674,382,377,3.455858748,2.4461538462,2.8543417367,20.1669254658,7.2325164375,5.3536664504,1124,426,348,2.7555341675,2.5950413223,2.8303030303,21.2538819876,16.6965530982,15.233614536,1184,984,991,3.098630137,2.3985680191,2.4313099042,88.3346273292,85.3556485356,77.2874756652,4923,5029,5026,2.0463634366,1.5532212885,1.6750629723,24.0100931677,9.2847180713,11.1615833874,1338,547,726,3.4365400162,3.2038626609,3.2601744186,80.0473602484,82.5519027695,88.9904282933,4461,4864,5787,1.9492726364,1.4206340752,1.3580493158,41.106560559,44.1888822475,56.0008111616,2291,2604,3642,2.1784638468,1.5568479942,1.5199726079
29,Tlaxcala,038,1,Tzompantepec,15724,16812,19351,54.0083359291,46.41481043,47.2839073572,8492,7803,9150,2.3003732571,1.7543277682,2.0463778449,8.9586923424,2.6275371836,6.6199142058,1409,442,1281,3.6033011373,3.2684306287,3.2686987828,45.0496435868,43.7872732465,40.6639931515,7084,7362,7869,2.0407616732,1.6633685016,1.8471094222,24.1109074505,23.7968321812,27.9363485758,3791,4001,5406,1.9461351003,1.601076631,1.7145355471,8.2695473764,12.9388518243,8.0636293162,1300,2175,1560,13.611209244,16.8495055645,16.7161147507,2140,2833,3235,12.2020362065,9.5488659867,9.8642575955,1919,1605,1909,2.9291537535,2.3943832943,2.6147141662,33.4900646221,11.6285094463,26.9556335839,5266,1955,5216,2.7869560143,2.5072877831,2.5173426179,65.4979521369,57.6455953879,58.5783979402,10299,9691,11336,2.3548142811,1.7968169394,2.111006277,9.7014802196,6.8058876878,3.9677785618,1525,1144,768,3.6245319403,2.4983058352,2.7005787797,21.904329123,10.0742661039,13.3909908688,3444,1694,2591,2.8500365559,2.2762695837,2.7873645647,28.3529079775,23.8406295995,31.9042987508,4458,4008,6174,3.0135306784,2.1805431457,2.3042274093,78.1192433796,70.2116426112,75.2202559331,12283,11804,14556,2.190865693,1.7026201035,1.9231702353,25.7947883866,10.5743645536,18.6919544771,4056,1778,3617,3.4962407268,3.1816981973,3.227641775,62.2778833056,59.3536622543,55.3475366735,9793,9979,10710,1.9950522711,1.3719502524,1.7482629345,21.2558683475,14.8762678372,18.7715906614,3342,2501,3632,2.3724245554,1.6449465399,2.03235092
29,Tlaxcala,039,1,Xaloztoc,20781,22127,25955,66.8133212983,53.7088311288,65.8434671359,13884,11884,17090,2.1298279892,1.6361592251,1.9335315687,10.5921595238,3.0700769816,10.1992195615,2201,679,2647,3.5260136119,3.2832403617,3.2690619492,56.2211617744,50.6387541471,55.6442475744,11683,11205,14442,1.8664980498,1.536266997,1.6886531468,16.5147301432,19.8739289424,14.8100951356,3432,4398,3844,1.8969442568,1.5826681936,1.6366307307,8.7663674673,14.9577434239,11.2291073205,1822,3310,2915,7.9055810913,11.459496505,8.117330408,1643,2536,2107,16.1715712233,11.7856684186,13.3293052152,3361,2608,3460,2.8841926559,2.2915034806,2.494192233,33.9315141681,10.318313181,29.1929296478,7051,2283,7577,2.6874115707,2.4850867031,2.5253109883,74.1003429046,61.2326938904,69.0819612796,15399,13549,17930,2.1718314743,1.696331959,1.9691124988,12.7086426386,8.6215988012,6.282257204,2641,1908,1631,3.3760304367,2.3906234308,2.8242386846,18.8450526775,8.5265053953,5.6731914234,3916,1887,1472,3.0936107932,2.3465927802,2.882837005,17.8801863617,18.8632189697,28.0019975003,3716,4174,7268,3.0577402812,2.1921700663,2.5006591855,83.3280514414,73.5827600711,80.6535622715,17316,16282,20934,2.0837797953,1.6219559927,1.8791686071,23.2463330877,9.7502606577,17.8987603133,4831,2157,4646,3.4966392978,3.1912094903,3.2284180467,75.5796887655,68.6665745526,77.0725744564,15706,15194,20004,1.8828477888,1.279753959,1.6518415232,31.8056122839,19.7770405036,39.7467146262,6610,4376,10316,2.1454827407,1.5603190545,1.8276747479
29,Tlaxcala,040,1,Xaltocan,10319,12454,10269,61.2179443594,49.0292487258,55.8667012301,6317,6106,5737,2.158330941,2.0139474255,1.7898305074,8.3823787604,3.6800528449,5.8234822929,865,458,598,3.4254102004,3.3472157822,3.291675378,52.835565599,45.3491958809,50.0432189372,5452,5648,5139,1.9568600849,1.9056337992,1.614894576,24.2810205418,38.9050467581,31.7084630621,2506,4845,3256,1.9512925088,1.9212358571,1.5305830721,5.4615510715,4.4223951132,3.7692971259,564,551,387,9.0394840273,7.6433094029,8.6555385818,933,952,889,16.4387807299,15.5548247671,12.6892579328,1696,1937,1303,2.7921294666,2.7301202764,2.328019734,34.8111144137,14.2143101108,20.7473907702,3592,1770,2131,2.6443694596,2.9564015313,2.5473450374,72.8947229332,72.5266277347,78.2577791402,7522,9032,8036,2.1845066481,2.0356076998,1.7291281535,12.4574729503,13.596908109,5.3831976656,1285,1693,553,3.1984949718,2.7612670421,2.8031132458,28.7198848967,23.0903828019,8.7440377138,2964,2876,898,2.7117171019,2.7443829255,2.6585516929,14.178945751,34.540040254,22.7027092031,1463,4302,2331,3.1917713072,2.5134971707,2.4984263633,85.4989649012,87.9342954839,87.5751642922,8823,10951,8993,2.0994514013,1.9733267074,1.6959645309,23.8887160727,23.2588581515,14.3137686947,2465,2897,1470,3.4171576366,3.2883920125,3.2172426945,66.6794954309,53.451643839,59.6359983561,6881,6657,6124,1.9815687345,1.8472314092,1.6767219717,25.8353118008,12.2321202087,23.4306910452,2666,1523,2406,2.1507441705,2.0025663236,1.8668329751
29,Tlaxcala,043,1,Yauhquemehcan,36483,42952,44564,43.8636486734,41.1531461122,48.979743607,16003,17676,21827,1.8895067847,1.6079393018,1.9127014667,3.786367448,1.4390651677,6.1866630518,1381,618,2757,3.3841302666,3.2438140511,3.1837070389,40.0772812254,39.7140809445,42.7930805552,14621,17058,19070,1.7482007118,1.5486874239,1.7287032416,20.4080692772,24.3430593539,23.6674896415,7445,10456,10547,1.6511198854,1.5933562016,1.7292590993,12.1513567557,14.3781025065,9.7590168286,4433,6176,4349,23.5769252936,20.1256920274,17.5937499229,8602,8644,7840,9.3567307889,8.4051590025,8.9420069289,3414,3610,3985,2.3995834796,2.1911932351,2.415060305,23.7313008207,13.0357269004,33.7026620239,8658,5599,15019,2.3935106284,2.3729901836,2.4089413087,54.0609838912,55.0039772007,60.784620354,19723,23625,27088,1.8920630414,1.6771068043,1.9853885036,3.1457681877,6.0808600952,3.9904054027,1148,2612,1778,3.3184835216,2.2429615975,3.0582615521,7.3278703778,5.5467934549,1.8871818512,2673,2382,841,2.7449317564,2.4154457892,2.7948133658,18.9573008072,16.885264458,25.3138854836,6916,7253,11281,2.4575596285,2.0043352309,2.2933859905,64.2717179506,65.496205466,72.6472332485,23448,28132,32375,1.8138608799,1.6025017078,1.8530748664,11.5047711663,7.251360769,13.8870294189,4197,3115,6189,3.2880397894,3.1311838997,3.2194017822,56.0150054291,55.5312486187,58.7387604356,20436,23852,26176,1.4798396456,1.1916439855,1.5949216881,16.0841914294,11.8679976787,22.0338449915,5868,5098,9819,1.8377867886,1.4650092288,1.8981659409
29,Tlaxcala,002,2,Apetatitlán de Antonio Carvajal,13585,16833,16920,40.4126346725,38.0453200099,42.7840371374,5490,6404,7239,1.9993419421,1.7575345786,2.0324338964,4.3249039922,1.8888514918,5.8161326392,588,318,984,3.3496548746,3.2051627243,3.1986950381,36.0877306803,36.1564685181,36.9679044982,4903,6086,6255,1.8372747998,1.6817687588,1.8484157023,20.5959697408,29.7363574318,27.0228139632,2798,5006,4572,1.7501062002,1.6876462062,1.6660914959,13.1902884574,10.7904779402,9.2081338801,1792,1816,1558,25.8011071293,21.427844618,20.9850150193,3505,3607,3551,9.4288120829,8.6713484449,7.4352845814,1281,1460,1258,2.2954308628,2.3364069372,2.21304814,34.7800924028,16.4672211298,34.5079696271,4725,2772,5839,2.2792262683,2.4470078745,2.4101221436,52.2672028064,55.431207509,58.4955231648,7100,9331,9897,2.0183931334,1.8302743064,2.0228033757,6.2741021214,7.0473792727,4.1290285345,852,1186,699,2.7782732527,2.5231673736,2.8359234384,4.6489276202,5.5415599465,5.0028300205,632,933,846,2.9007286107,2.5491864751,2.8900008943,9.4510442934,23.9014856083,22.4073829674,1284,4023,3791,2.7994244413,2.1718813427,2.3608527875,61.0086044133,67.7816774417,69.8068511006,8288,11410,11811,1.9153065777,1.7270183673,1.8906169927,11.0202272098,11.8393708763,15.0044643885,1497,1993,2539,3.2788299268,3.1360541118,3.1742976226,53.6029231299,48.8357979501,51.9921710175,7282,8221,8797,1.507669565,1.3691346731,1.6725928387,17.187335791,10.2984994538,16.9898470609,2335,1734,2875,1.8413550969,1.5948799581,2.0059671102
29,Tlaxcala,010,2,Chiautempan,66951,71366,75921,60.3560419807,46.5093550848,58.1867257376,40409,33192,44176,2.1749505527,1.6784170555,2.0179617184,8.8463611732,2.314675681,9.0609571458,5923,1652,6879,3.5043853377,3.2725525227,3.3350228175,51.5096808075,44.1946794038,49.1257685918,34486,31540,37297,1.9464266605,1.5948457361,1.7749066256,17.4947544411,23.5628999205,18.9846357726,11713,16816,14413,1.9317649207,1.6155429064,1.6749885725,9.438532182,13.9066000111,10.2243216134,6319,9925,7762,12.7106713963,16.0211449836,12.6043168764,8510,11434,9569,12.9733432728,8.7868818442,10.0344628312,8686,6271,7618,2.8227020206,2.2753120434,2.5882814611,39.7478626622,16.5730576535,32.2243841847,26612,11828,24465,2.5914198192,2.3732032649,2.5149719645,67.0256944437,60.6509088226,65.286470926,44874,43284,49566,2.2409621424,1.7324664802,2.0481691202,11.5536986156,7.4117124696,8.1274090815,7735,5289,6170,3.212130388,2.5209840123,2.894324136,5.8282547877,6.579979673,5.4917993639,3902,4696,4169,3.2391886969,2.5288733141,3.1253864896,27.9464345828,16.1362085909,28.0577826575,18710,11516,21302,2.7889640808,2.2243611266,2.4434071426,77.8507964218,70.0722550053,77.1713615101,52122,50008,58589,2.120405904,1.6574141798,1.9336487801,21.7841001684,9.5800015079,17.8626164834,14585,6837,13561,3.4215467371,3.1994581069,3.2668721509,69.7945741627,60.4159550959,68.411047351,46728,43116,51938,1.8808674701,1.2921295292,1.716375237,26.5123747511,14.6243414839,30.3663237654,17750,10437,23054,2.1478986773,1.5455495282,1.9574592523
29,Tlaxcala,018,2,Contla de Juan Cuamatzi,35787,35112,39890,66.0381110205,55.3099884998,64.7856034715,23633,19420,25843,2.0592125294,1.8374418999,2.1357643389,8.9881593242,4.7106889246,13.1532616665,3217,1654,5247,3.4659429403,3.3529870163,3.371287577,57.0499516963,50.5992995752,51.632341805,20416,17766,20596,1.8375011809,1.6962899922,1.820822685,16.6826401058,21.9939859503,15.5578822781,5970,7723,6206,1.8236634597,1.735867399,1.7253873098,8.9712166356,11.8694843686,10.2526379806,3211,4168,4090,8.3080322381,10.8265411813,9.4038762699,2973,3801,3751,14.4127302528,11.9508121981,11.7764469059,5158,4196,4698,2.6581944596,2.5171894168,2.8019310762,28.313572044,15.7990957301,31.6947486375,10133,5547,12643,2.5385428643,2.6082300044,2.6325609325,72.259927101,64.7478065696,67.2209959963,25860,22734,26814,2.0911884706,1.8819601593,2.1740482037,15.0150366632,13.1114919322,10.7455867652,5373,4604,4286,3.0457811191,2.5165791759,3.1066869136,14.5382222308,14.4685781346,12.4485167586,5203,5080,4966,2.9289185972,2.6156224152,3.1106617883,21.8765913091,19.7338320994,31.3303072812,7829,6929,12498,2.9131051454,2.5107061625,2.6118071665,82.7207511263,77.3039744501,80.3434857496,29603,27143,32049,2.0117815341,1.8085954527,2.0563783212,20.6560334971,14.7984933677,22.8852523561,7392,5196,9129,3.4154755385,3.2970961219,3.350444796,75.0093276561,67.1794728684,75.0382414521,26844,23588,29933,1.8129925203,1.5128434563,1.8439537883,29.8186332846,19.6298373921,36.6219143256,10671,6892,14608,2.0395399224,1.8159449165,2.0927070899
29,Tlaxcala,014,2,Hueyotlipan,13602,12177,15044,75.664298768,66.120197963,76.6350461588,10292,8051,11529,2.4424698231,1.6872233806,1.7281456862,16.5167728317,3.6286518924,8.7383166103,2247,442,1315,3.4837570325,3.2886932006,3.2259436856,59.1475259362,62.4915460706,67.8967295486,8045,7610,10214,2.1511745464,1.5941519648,1.5352403636,19.6815890481,27.6754155852,15.5442132323,2677,3370,2338,2.0794548672,1.5812184388,1.5279972371,1.538623309,2.5223544475,4.8665572119,209,307,732,3.1154888749,3.6820320043,2.954183397,424,448,444,21.3216326327,17.5763775242,14.5525004326,2900,2140,2189,3.189140863,2.3466541411,2.3066384891,24.7838583832,10.3739842865,13.1350063172,3371,1263,1976,3.0758895955,2.5141988341,2.4287852948,89.3588432058,86.4657212745,83.193449923,12155,10529,12516,2.4085815773,1.6730067,1.7303882024,14.0065812435,7.8989434992,6.9810106937,1905,962,1050,3.398808036,2.5652019023,2.9044999526,24.6977932823,6.9701003958,6.9040032269,3359,849,1039,3.1995138329,2.7114725293,2.9420617093,51.5911303249,26.0294782612,31.4405127993,7017,3170,4730,2.8445706109,2.3548373313,2.4269704672,95.345887816,93.7956135482,92.1792593911,12969,11421,13867,2.3677983838,1.6558834616,1.6945946889,37.1336104142,11.7570859783,14.7674711219,5051,1432,2222,3.440994643,3.208128766,3.2027880628,77.202922077,68.6425524105,81.5016033708,10501,8359,12261,2.3938574326,1.6252585436,1.6249675205,33.6371870387,21.5155383169,47.1298115012,4575,2620,7090,2.6009334904,1.7735213867,1.7058231708
29,Tlaxcala,024,2,Panotla,23998,25961,30432,49.0162486817,37.0507781157,44.2696299731,11763,9619,13472,2.137506932,1.8046151236,2.0563102884,6.6669554129,2.6550934574,6.2180043486,1600,689,1892,3.5853572212,3.4028009318,3.3680652463,42.3492932689,34.3956846583,38.0516256244,10163,8929,11580,1.9094792097,1.6811980719,1.8417263082,22.748598809,27.0225329774,26.9163077429,5459,7015,8191,1.8429968769,1.7313343758,1.7871945649,8.8680293022,9.9924668558,8.1549715702,2128,2594,2482,19.367123207,25.9342220511,20.6590907139,4648,6733,6287,12.0578454904,9.1632457655,8.8682414873,2894,2379,2699,2.7494497385,2.4707198971,2.5968511565,33.8860179073,18.0319017933,33.6549007496,8132,4681,10242,2.5370223084,2.4937820281,2.4609747456,61.4390542497,54.1729973917,59.7117400942,14744,14064,18171,2.144285039,1.8344728922,2.0555131826,6.56300023,6.1510206438,4.8030933349,1575,1597,1462,3.4351050132,2.6845513969,2.9729661319,21.171974665,13.3885489204,7.7563794217,5081,3476,2360,2.7765793344,2.5504734323,3.0462433638,11.5971430127,12.7443493984,24.3524658482,2783,3309,7411,3.2466402755,2.2934164166,2.4953748641,71.7648474907,64.0733110932,71.185937716,17222,16634,21663,2.0443858057,1.7737816569,1.9546953429,17.7923310499,11.5649114441,16.2935597709,4270,3002,4958,3.4625321923,3.2137545754,3.280381785,57.8842779839,47.0432449715,52.4246015432,13891,12213,15954,1.8101750636,1.4213892469,1.7364279597,21.5832291097,12.0267396449,21.1717277962,5180,3122,6443,2.1311349856,1.7564560662,1.9758566473
29,Tlaxcala,049,2,San Damián Texóloc,5032,5614,6080,61.4554810914,59.2205227493,56.5933274802,3092,3325,3441,2.2752256445,1.7958989864,1.6884691571,12.1108185735,6.7151984511,3.9529411765,609,377,240,3.3568763926,3.3670481339,3.3104669961,49.344662518,52.5053242982,52.6403863038,2483,2948,3201,2.0093887504,1.5947926485,1.5665021484,18.1998563906,18.0495643756,15.9791044776,916,1013,972,1.9250338728,1.5247133335,1.5417572347,7.4368118717,7.933785092,11.3267778753,374,445,689,12.9078506462,14.7961277832,16.1007901668,650,831,979,17.1373863092,11.4617618587,9.8683055312,862,643,600,2.7374301676,2.3412162162,2.1370106762,57.6352321685,18.3930300097,24.7936786655,2900,1033,1507,2.4717607973,2.4557894737,2.2464589235,71.1105792245,66.8538238141,63.8279192274,3578,3753,3881,2.2985526759,1.7732406603,1.6987620358,8.975586405,7.279767667,6.356453029,452,409,386,3.288,2.8643617021,2.679558011,9.4542843466,11.5585672798,7.1641791045,476,649,436,3.1367088608,2.8006700168,2.6617647059,10.5552896123,18.334946757,8.1826163301,531,1029,498,3.3129251701,2.4963041183,2.5815450644,79.655337482,77.2700871249,72.5724319579,4008,4338,4412,2.1953125,1.732648459,1.6561819502,24.0545715653,12.0813165537,8.4635645303,1210,678,515,3.32039801,3.3493589744,3.27593361,68.8922929631,67.1543078412,67.9201053556,3467,3770,4130,2.0296838386,1.5837758158,1.4069764687,33.2642412638,31.2627299129,26.4272168569,1674,1755,1607,2.2560758878,1.8104157257,1.6113571065
29,Tlaxcala,050,2,San Francisco Tetlanohcan,9533,9028,12129,70.3639628363,58.1350880934,67.3761027509,6708,5248,8172,2.3628211555,1.9258577918,2.0258046479,15.4702021621,6.9189269944,12.6274822269,1475,625,1532,3.6233877216,3.4569429064,3.2678610753,54.8937606742,51.2161610989,54.748620524,5233,4624,6640,2.0073920538,1.7179282634,1.7391044506,13.3720945135,19.4967649365,15.2767886895,1275,1760,1853,1.8737426703,1.6742931636,1.6643845007,6.8474973994,10.959665216,8.2826562635,653,989,1005,9.4164452508,11.4084817542,9.064452296,898,1030,1099,16.3968851639,10.6928215377,12.1260914162,1563,965,1471,3.1324133361,2.6789437868,2.5294531287,37.5785756843,16.8878103579,28.0175750928,3582,1525,3398,2.8181724822,2.6864826643,2.5075277731,73.1806653244,65.0555892305,67.8651069201,6976,5873,8231,2.4111509914,1.9427653823,2.0689588051,19.4373483382,15.5973709244,9.2613113575,1853,1408,1123,3.4744628231,2.8204947099,2.8450154587,14.5045025512,16.5754599087,12.50224031,1383,1496,1516,3.5400889178,2.8061669428,3.0664033758,30.230307213,19.7925835962,32.1523353392,2882,1787,3900,3.0135365957,2.6299750546,2.4762119508,83.7360573497,77.6318530299,82.6528914404,7983,7009,10025,2.2848972155,1.8626585597,1.9590925086,30.4168801031,16.8949480124,21.6436984397,2900,1525,2625,3.5516251065,3.4053776112,3.2348405197,77.2114602357,69.0947533093,75.6587590145,7361,6238,9177,2.153334067,1.6205173531,1.8040637345,35.5853706296,23.0217866146,38.5780918981,3392,2078,4679,2.4287105,1.9847249171,2.0066562933
29,Tlaxcala,051,2,San Jerónimo Zacualpan,3400,3797,4228,59.9589502019,55.6708975521,53.5945267386,2039,2114,2266,2.3997583373,1.6794277839,1.708271994,14.2429340511,5.2206104563,4.4795380367,484,198,189,3.637002665,3.2347390657,3.3300551088,45.7160161507,50.4502870958,49.114988702,1554,1916,2077,2.013436813,1.5183145919,1.560032823,19.2133243607,20.4245995769,17.633191062,653,776,746,1.9267917968,1.5478836986,1.439951695,7.0222072678,8.656089453,10.9588250063,239,329,463,13.8055181696,15.248413418,17.8134571931,469,579,753,15.5114401077,12.4811121185,13.0805925182,527,474,553,3.0563991323,2.3244552058,2.1765834933,44.1453566622,19.401631913,20.5623901582,1501,737,869,2.6806402439,2.2554517134,2.3431013431,67.597577389,67.6337262013,62.7416520211,2298,2568,2653,2.4405176705,1.6715817694,1.6942777111,11.2382234186,6.4974312481,6.0758222445,382,247,257,3.7095808383,2.8,2.8140495868,22.5437415882,8.3106678755,5.5736881747,766,316,236,3.1044776119,2.6545454545,3.045045045,19.8855989233,10.7887579329,8.9128797389,676,410,377,3.3925549915,2.3781512605,2.6366197183,79.1722745626,76.095497129,71.2277178007,2692,2889,3012,2.2851678708,1.6441620334,1.6418752203,27.9609690444,9.5497129042,9.2392668843,951,363,391,3.5451263538,3.2373417722,3.3233695652,66.9811574697,64.3269870051,64.5533517449,2277,2442,2729,2.1482343592,1.4534879263,1.4183400431,32.0232166891,30.2883046238,23.7002259603,1089,1150,1002,2.4321455135,1.6512983697,1.6711357424
29,Tlaxcala,053,2,San Juan Huactzinco,7644,7571,7944,62.4562303964,69.3223871645,64.9245004694,4774,5248,5158,2.8283939708,1.9183528533,2.0051150987,19.5263758198,11.4266006898,10.081534129,1493,865,801,3.6457219187,3.308323254,3.2915879477,42.9298545766,57.8957864747,54.8429663404,3282,4383,4357,2.4558223132,1.6438387772,1.7684638801,23.9709153122,14.3333333333,13.6325600107,1832,1085,1083,2.1867326653,1.6457992438,1.6567419559,3.252637582,6.6948568001,9.5298377364,249,507,757,10.3202167094,9.6494227021,11.9131017836,789,731,946,16.6524094668,12.9854550907,12.2837602253,1273,983,976,3.5325342466,2.5912240185,2.6473799127,61.0208155118,24.906282801,37.4681507309,4664,1886,2976,2.95,2.4720048164,2.3947745168,77.4736241802,77.2229719598,71.1814402575,5922,5847,5655,2.7865292602,1.9036893204,2.010550113,19.2757342458,12.5506072874,9.6419471637,1473,950,766,3.8298816568,2.8912783751,2.8470097357,25.7770173938,9.0268406058,3.8487327343,1970,683,306,3.1946902655,3.0099667774,3.2578397213,28.8850869689,19.8830409357,18.3451790264,2208,1505,1457,3.6742349457,2.7375565611,2.6871345029,86.4271457086,83.6557204978,78.5570604801,6606,6334,6241,2.6506103596,1.8716615881,1.9446910208,42.4294268606,18.1436497226,17.2991819767,3243,1374,1374,3.6108870968,3.2743801653,3.2558139535,65.7088679783,76.0172439646,74.4543382057,5023,5755,5915,2.688460587,1.749418689,1.748547558,32.1351582549,40.6806117859,36.0910553842,2456,3080,2867,2.8967366815,1.9447062697,1.9816508477
